اسم السورة,ترتيب السورة,رقم الآية,كم تمثل الآية من سطر
الممتحنة,60,5,1.2
الممتحنة,60,6,1.6
الممتحنة,60,7,1.4
الممتحنة,60,8,2
الممتحنة,60,9,2.2
الممتحنة,60,10,5.6
الممتحنة,60,11,2.2
الممتحنة,60,12,4
الممتحنة,60,13,2
الحشر,59,1,3
الحشر,59,2,4.5
الحشر,59,3,1.5
الحشر,59,4,1.2
الحشر,59,5,1.6
الحشر,59,6,2.3
الحشر,59,7,3.9
الحشر,59,8,2.3
الحشر,59,9,3.7
الحشر,59,10,2.8
الحشر,59,11,3.2
الحشر,59,12,2
الحشر,59,13,1.3
الحشر,59,14,2.7
الحشر,59,15,1.1
الحشر,59,16,1.9
الحشر,59,17,1.2
الحشر,59,18,1.8
الحشر,59,19,1.4
الحشر,59,20,1.3
الحشر,59,21,2.3
الحشر,59,22,1.4
الحشر,59,23,2.6
الحشر,59,24,3
المجادلة,58,1,3.7
المجادلة,58,2,2.6
المجادلة,58,3,2.2
المجادلة,58,4,2.9
المجادلة,58,5,1.9
المجادلة,58,6,1.7
المجادلة,58,7,3.7
المجادلة,58,8,3.9
المجادلة,58,9,2.1
المجادلة,58,10,2
المجادلة,58,11,3.3
المجادلة,58,12,2
المجادلة,58,13,2.5
المجادلة,58,14,1.8
المجادلة,58,15,0.9
المجادلة,58,16,1.1
المجادلة,58,17,1.5
المجادلة,58,18,1.6
المجادلة,58,19,1.6
المجادلة,58,20,1
المجادلة,58,21,1
المجادلة,58,22,6
الحديد,57,1,2.8
الحديد,57,2,1.2
الحديد,57,3,1
الحديد,57,4,3.1
الحديد,57,5,0.9
الحديد,57,6,1.2
الحديد,57,7,1.8
الحديد,57,8,1.5
الحديد,57,9,1.8
الحديد,57,10,3.6
الحديد,57,11,1.1
الحديد,57,12,2.3
الحديد,57,13,2.9
الحديد,57,14,2.3
الحديد,57,15,1.5
الحديد,57,16,3
الحديد,57,17,1.4
الحديد,57,18,1.6
الحديد,57,19,2.7
الحديد,57,20,4.3
الحديد,57,21,2.8
الحديد,57,22,2
الحديد,57,23,1.7
الحديد,57,24,1.5
الحديد,57,25,3.5
الحديد,57,26,2
الحديد,57,27,4.9
الحديد,57,28,2.4
الحديد,57,29,2.2
الواقعة,56,1,2.4
الواقعة,56,2,0.4
الواقعة,56,3,0.2
الواقعة,56,4,0.5
الواقعة,56,5,0.5
الواقعة,56,6,0.4
الواقعة,56,7,0.4
الواقعة,56,8,0.7
الواقعة,56,9,0.7
الواقعة,56,10,0.4
الواقعة,56,11,0.4
الواقعة,56,12,0.3
الواقعة,56,13,0.3
الواقعة,56,14,0.4
الواقعة,56,15,0.4
الواقعة,56,16,0.6
الواقعة,56,17,0.5
الواقعة,56,18,0.5
الواقعة,56,19,0.6
الواقعة,56,20,0.4
الواقعة,56,21,0.5
الواقعة,56,22,0.2
الواقعة,56,23,0.4
الواقعة,56,24,0.5
الواقعة,56,25,0.5
الواقعة,56,26,0.4
الواقعة,56,27,0.6
الواقعة,56,28,0.4
الواقعة,56,29,0.3
الواقعة,56,30,0.2
الواقعة,56,31,0.4
الواقعة,56,32,0.3
الواقعة,56,33,0.4
الواقعة,56,34,0.4
الواقعة,56,35,0.4
الواقعة,56,36,0.2
الواقعة,56,37,0.3
الواقعة,56,38,0.4
الواقعة,56,39,0.3
الواقعة,56,40,0.4
الواقعة,56,41,0.6
الواقعة,56,42,0.4
الواقعة,56,43,0.4
الواقعة,56,44,0.2
الواقعة,56,45,0.6
الواقعة,56,46,0.6
الواقعة,56,47,1.1
الواقعة,56,48,0.5
الواقعة,56,49,0.5
الواقعة,56,50,0.6
الواقعة,56,51,0.5
الواقعة,56,52,0.5
الواقعة,56,53,0.4
الواقعة,56,54,0.5
الواقعة,56,55,0.3
الواقعة,56,56,0.4
الواقعة,56,57,0.5
الواقعة,56,58,0.4
الواقعة,56,59,0.6
الواقعة,56,60,0.9
الواقعة,56,61,0.9
الواقعة,56,62,0.8
الواقعة,56,63,0.3
الواقعة,56,64,0.7
الواقعة,56,65,0.8
الواقعة,56,66,0.2
الواقعة,56,67,0.3
الواقعة,56,68,0.6
الواقعة,56,69,0.7
الواقعة,56,70,0.7
الواقعة,56,71,0.5
الواقعة,56,72,0.8
الواقعة,56,73,0.7
الواقعة,56,74,0.7
الواقعة,56,75,0.6
الواقعة,56,76,0.7
الواقعة,56,77,0.4
الواقعة,56,78,0.4
الواقعة,56,79,0.4
الواقعة,56,80,0.5
الواقعة,56,81,0.6
الواقعة,56,82,0.6
الواقعة,56,83,0.5
الواقعة,56,84,0.4
الواقعة,56,85,0.7
الواقعة,56,86,0.5
الواقعة,56,87,0.5
الواقعة,56,88,0.5
الواقعة,56,89,0.6
الواقعة,56,90,0.5
الواقعة,56,91,0.6
الواقعة,56,92,0.7
الواقعة,56,93,0.3
الواقعة,56,94,0.3
الواقعة,56,95,0.5
الواقعة,56,96,0.5
الرحمن,55,1,2.2
الرحمن,55,2,0.3
الرحمن,55,3,0.5
الرحمن,55,4,0.3
الرحمن,55,5,0.6
الرحمن,55,6,0.5
الرحمن,55,7,0.6
الرحمن,55,8,0.5
الرحمن,55,9,0.9
الرحمن,55,10,0.6
الرحمن,55,11,0.7
الرحمن,55,12,0.5
الرحمن,55,13,0.7
الرحمن,55,14,0.8
الرحمن,55,15,0.7
الرحمن,55,16,0.6
الرحمن,55,17,0.4
الرحمن,55,18,0.6
الرحمن,55,19,0.3
الرحمن,55,20,0.5
الرحمن,55,21,0.5
الرحمن,55,22,0.6
الرحمن,55,23,0.5
الرحمن,55,24,0.6
الرحمن,55,25,0.5
الرحمن,55,26,0.4
الرحمن,55,27,0.6
الرحمن,55,28,0.5
الرحمن,55,29,0.9
الرحمن,55,30,0.5
الرحمن,55,31,0.5
الرحمن,55,32,0.5
الرحمن,55,33,1.8
الرحمن,55,34,0.5
الرحمن,55,35,0.9
الرحمن,55,36,0.5
الرحمن,55,37,0.9
الرحمن,55,38,0.6
الرحمن,55,39,0.6
الرحمن,55,40,0.8
الرحمن,55,41,0.9
الرحمن,55,42,0.5
الرحمن,55,43,0.6
الرحمن,55,44,0.5
الرحمن,55,45,0.5
الرحمن,55,46,0.5
الرحمن,55,47,0.5
الرحمن,55,48,0.3
الرحمن,55,49,0.5
الرحمن,55,50,0.3
الرحمن,55,51,0.6
الرحمن,55,52,0.4
الرحمن,55,53,0.6
الرحمن,55,54,1
الرحمن,55,55,0.4
الرحمن,55,56,1
الرحمن,55,57,0.6
الرحمن,55,58,0.5
الرحمن,55,59,0.6
الرحمن,55,60,0.6
الرحمن,55,61,0.6
الرحمن,55,62,0.4
الرحمن,55,63,0.6
الرحمن,55,64,0.3
الرحمن,55,65,0.6
الرحمن,55,66,0.5
الرحمن,55,67,0.6
الرحمن,55,68,0.5
الرحمن,55,69,0.5
الرحمن,55,70,0.4
الرحمن,55,71,0.5
الرحمن,55,72,0.5
الرحمن,55,73,0.6
الرحمن,55,74,0.5
الرحمن,55,75,0.5
الرحمن,55,76,0.9
الرحمن,55,77,0.4
الرحمن,55,78,0.7
القمر,54,1,2.4
القمر,54,2,0.7
القمر,54,3,0.7
القمر,54,4,0.6
القمر,54,5,0.6
القمر,54,6,1
القمر,54,7,1
القمر,54,8,0.8
القمر,54,9,1.1
القمر,54,10,0.5
القمر,54,11,0.6
القمر,54,12,1
القمر,54,13,0.5
القمر,54,14,0.6
القمر,54,15,0.7
القمر,54,16,0.4
القمر,54,17,0.8
القمر,54,18,0.7
القمر,54,19,0.9
القمر,54,20,0.6
القمر,54,21,0.5
القمر,54,22,0.7
القمر,54,23,0.3
القمر,54,24,0.9
القمر,54,25,0.9
القمر,54,26,0.6
القمر,54,27,0.9
القمر,54,28,0.7
القمر,54,29,0.6
القمر,54,30,0.5
القمر,54,31,0.9
القمر,54,32,0.6
القمر,54,33,0.5
القمر,54,34,0.9
القمر,54,35,0.7
القمر,54,36,0.7
القمر,54,37,1.1
القمر,54,38,0.8
القمر,54,39,0.4
القمر,54,40,0.6
القمر,54,41,0.5
القمر,54,42,0.8
القمر,54,43,0.8
القمر,54,44,0.6
القمر,54,45,0.6
القمر,54,46,0.7
القمر,54,47,0.6
القمر,54,48,1
القمر,54,49,0.4
القمر,54,50,0.7
القمر,54,51,0.9
القمر,54,52,0.6
القمر,54,53,0.6
القمر,54,54,0.5
القمر,54,55,0.7
النجم,53,1,1.3
النجم,53,2,0.5
النجم,53,3,0.3
النجم,53,4,0.5
النجم,53,5,0.4
النجم,53,6,0.3
النجم,53,7,0.5
النجم,53,8,0.2
النجم,53,9,0.4
النجم,53,10,0.6
النجم,53,11,0.4
النجم,53,12,0.4
النجم,53,13,0.4
النجم,53,14,0.4
النجم,53,15,0.4
النجم,53,16,0.4
النجم,53,17,0.4
النجم,53,18,0.6
النجم,53,19,0.4
النجم,53,20,0.5
النجم,53,21,0.5
النجم,53,22,0.3
النجم,53,23,2.4
النجم,53,24,0.4
النجم,53,25,0.4
النجم,53,26,1.7
النجم,53,27,1
النجم,53,28,1.2
النجم,53,29,0.9
النجم,53,30,1.5
النجم,53,31,1.5
النجم,53,32,3
النجم,53,33,0.4
النجم,53,34,0.5
النجم,53,35,0.6
النجم,53,36,0.5
النجم,53,37,0.5
النجم,53,38,0.4
النجم,53,39,0.6
النجم,53,40,0.5
النجم,53,41,0.5
النجم,53,42,0.4
النجم,53,43,0.5
النجم,53,44,0.5
النجم,53,45,0.6
النجم,53,46,0.4
النجم,53,47,0.5
النجم,53,48,0.4
النجم,53,49,0.4
النجم,53,50,0.5
النجم,53,51,0.4
النجم,53,52,0.8
النجم,53,53,0.4
النجم,53,54,0.4
النجم,53,55,0.5
النجم,53,56,0.5
النجم,53,57,0.4
النجم,53,58,0.5
النجم,53,59,0.5
النجم,53,60,0.4
النجم,53,61,0.4
النجم,53,62,1
الطور,52,1,2.2
الطور,52,2,0.4
الطور,52,3,0.3
الطور,52,4,0.3
الطور,52,5,0.4
الطور,52,6,0.3
الطور,52,7,0.5
الطور,52,8,0.3
الطور,52,9,0.4
الطور,52,10,0.4
الطور,52,11,0.5
الطور,52,12,0.6
الطور,52,13,0.6
الطور,52,14,0.8
الطور,52,15,0.7
الطور,52,16,1.3
الطور,52,17,0.5
الطور,52,18,1.1
الطور,52,19,0.6
الطور,52,20,1
الطور,52,21,1.9
الطور,52,22,0.8
الطور,52,23,0.7
الطور,52,24,0.9
الطور,52,25,0.5
الطور,52,26,0.8
الطور,52,27,0.8
الطور,52,28,0.9
الطور,52,29,0.9
الطور,52,30,0.7
الطور,52,31,0.9
الطور,52,32,0.7
الطور,52,33,0.6
الطور,52,34,0.7
الطور,52,35,0.8
الطور,52,36,0.8
الطور,52,37,0.9
الطور,52,38,1
الطور,52,39,0.5
الطور,52,40,0.7
الطور,52,41,0.4
الطور,52,42,0.9
الطور,52,43,0.7
الطور,52,44,0.9
الطور,52,45,0.9
الطور,52,46,0.8
الطور,52,47,1
الطور,52,48,1.1
الطور,52,49,1.6
الذاريات,51,1,2.3
الذاريات,51,2,0.3
الذاريات,51,3,0.4
الذاريات,51,4,0.3
الذاريات,51,5,0.4
الذاريات,51,6,0.3
الذاريات,51,7,0.4
الذاريات,51,8,0.4
الذاريات,51,9,0.3
الذاريات,51,10,0.4
الذاريات,51,11,0.5
الذاريات,51,12,0.4
الذاريات,51,13,0.5
الذاريات,51,14,0.8
الذاريات,51,15,0.4
الذاريات,51,16,0.9
الذاريات,51,17,0.6
الذاريات,51,18,0.4
الذاريات,51,19,0.8
الذاريات,51,20,0.3
الذاريات,51,21,0.6
الذاريات,51,22,0.5
الذاريات,51,23,0.9
الذاريات,51,24,0.9
الذاريات,51,25,0.8
الذاريات,51,26,0.6
الذاريات,51,27,0.6
الذاريات,51,28,1
الذاريات,51,29,1
الذاريات,51,30,1
الذاريات,51,31,0.6
الذاريات,51,32,0.5
الذاريات,51,33,0.6
الذاريات,51,34,0.4
الذاريات,51,35,0.7
الذاريات,51,36,0.7
الذاريات,51,37,0.7
الذاريات,51,38,0.9
الذاريات,51,39,0.6
الذاريات,51,40,0.8
الذاريات,51,41,0.6
الذاريات,51,42,0.9
الذاريات,51,43,0.7
الذاريات,51,44,0.9
الذاريات,51,45,0.8
الذاريات,51,46,0.7
الذاريات,51,47,0.8
الذاريات,51,48,0.6
الذاريات,51,49,0.8
الذاريات,51,50,0.7
الذاريات,51,51,1
الذاريات,51,52,1
الذاريات,51,53,0.6
الذاريات,51,54,0.5
الذاريات,51,55,0.8
الذاريات,51,56,0.8
الذاريات,51,57,0.7
الذاريات,51,58,0.6
الذاريات,51,59,1
الذاريات,51,60,1
ق,50,1,2.4
ق,50,2,1.2
ق,50,3,0.6
ق,50,4,0.9
ق,50,5,0.9
ق,50,6,1.3
ق,50,7,1.2
ق,50,8,0.6
ق,50,9,1.2
ق,50,10,0.7
ق,50,11,0.9
ق,50,12,0.7
ق,50,13,0.5
ق,50,14,0.9
ق,50,15,1
ق,50,16,1.3
ق,50,17,0.7
ق,50,18,0.7
ق,50,19,0.9
ق,50,20,0.6
ق,50,21,0.7
ق,50,22,1.1
ق,50,23,0.5
ق,50,24,0.6
ق,50,25,0.4
ق,50,26,1
ق,50,27,0.9
ق,50,28,0.8
ق,50,29,0.8
ق,50,30,0.8
ق,50,31,0.6
ق,50,32,0.6
ق,50,33,0.9
ق,50,34,0.5
ق,50,35,0.6
ق,50,36,1.4
ق,50,37,1.3
ق,50,38,1.5
ق,50,39,1.5
ق,50,40,0.6
ق,50,41,0.7
ق,50,42,0.9
ق,50,43,0.7
ق,50,44,1
ق,50,45,1.4
الحجرات,49,1,3.3
الحجرات,49,2,2.5
الحجرات,49,3,2
الحجرات,49,4,1.2
الحجرات,49,5,1.1
الحجرات,49,6,1.9
الحجرات,49,7,3
الحجرات,49,8,0.8
الحجرات,49,9,3.2
الحجرات,49,10,1.3
الحجرات,49,11,3.7
الحجرات,49,12,3.1
الحجرات,49,13,2.1
الحجرات,49,14,2.8
الحجرات,49,15,2.3
الحجرات,49,16,1.7
الحجرات,49,17,1.9
الحجرات,49,18,1.1
الفتح,48,1,2.4
الفتح,48,2,1.6
الفتح,48,3,0.4
الفتح,48,4,2.1
الفتح,48,5,2.3
الفتح,48,6,3
الفتح,48,7,1
الفتح,48,8,0.8
الفتح,48,9,1.4
الفتح,48,10,2.5
الفتح,48,11,3.6
الفتح,48,12,2.3
الفتح,48,13,1.1
الفتح,48,14,1.6
الفتح,48,15,3.9
الفتح,48,16,2.9
الفتح,48,17,2.6
الفتح,48,18,2.4
الفتح,48,19,0.9
الفتح,48,20,2.3
الفتح,48,21,1.5
الفتح,48,22,1.3
الفتح,48,23,1.1
الفتح,48,24,1.9
الفتح,48,25,4.6
الفتح,48,26,3.5
الفتح,48,27,3.2
الفتح,48,28,1.8
الفتح,48,29,6
محمد,47,1,1.8
محمد,47,2,1.9
محمد,47,3,1.6
محمد,47,4,3.5
محمد,47,5,0.4
محمد,47,6,0.6
محمد,47,7,1
محمد,47,8,0.6
محمد,47,9,0.8
محمد,47,10,1.8
محمد,47,11,1
محمد,47,12,2.3
محمد,47,13,1.4
محمد,47,14,1.1
محمد,47,15,3.8
محمد,47,16,2.3
محمد,47,17,0.8
محمد,47,18,1.4
محمد,47,19,1.9
محمد,47,20,3
محمد,47,21,1.4
محمد,47,22,1.2
محمد,47,23,0.9
محمد,47,24,0.9
محمد,47,25,1.7
محمد,47,26,1.9
محمد,47,27,1.2
محمد,47,28,1.6
محمد,47,29,1.2
محمد,47,30,1.6
محمد,47,31,1.2
محمد,47,32,2.2
محمد,47,33,1.2
محمد,47,34,1.4
محمد,47,35,1.4
محمد,47,36,1.5
محمد,47,37,1
محمد,47,38,3.5
الأحقاف,46,1,2.1
الأحقاف,46,2,0.7
الأحقاف,46,3,1.7
الأحقاف,46,4,2.8
الأحقاف,46,5,1.7
الأحقاف,46,6,0.9
الأحقاف,46,7,1.3
الأحقاف,46,8,2.3
الأحقاف,46,9,1.8
الأحقاف,46,10,2.3
الأحقاف,46,11,2
الأحقاف,46,12,2.1
الأحقاف,46,13,1.3
الأحقاف,46,14,1
الأحقاف,46,15,4.8
الأحقاف,46,16,2
الأحقاف,46,17,2.7
الأحقاف,46,18,1.6
الأحقاف,46,19,1
الأحقاف,46,20,2.9
الأحقاف,46,21,2.4
الأحقاف,46,22,1.2
الأحقاف,46,23,1.4
الأحقاف,46,24,1.8
الأحقاف,46,25,1.5
الأحقاف,46,26,3.5
الأحقاف,46,27,1.2
الأحقاف,46,28,2
الأحقاف,46,29,2
الأحقاف,46,30,2
الأحقاف,46,31,1.5
الأحقاف,46,32,1.7
الأحقاف,46,33,2.2
الأحقاف,46,34,1.9
الأحقاف,46,35,3.7
الجاثية,45,1,1.1
الجاثية,45,2,0.7
الجاثية,45,3,0.6
الجاثية,45,4,0.8
الجاثية,45,5,1.9
الجاثية,45,6,1.3
الجاثية,45,7,0.4
الجاثية,45,8,1.2
الجاثية,45,9,1.1
الجاثية,45,10,1.8
الجاثية,45,11,1.1
الجاثية,45,12,1.4
الجاثية,45,13,1.6
الجاثية,45,14,1.4
الجاثية,45,15,1.4
الجاثية,45,16,1.6
الجاثية,45,17,2.6
الجاثية,45,18,1.5
الجاثية,45,19,1.5
الجاثية,45,20,1
الجاثية,45,21,2.3
الجاثية,45,22,1.7
الجاثية,45,23,2.1
الجاثية,45,24,1.8
الجاثية,45,25,1.3
الجاثية,45,26,1.7
الجاثية,45,27,1.1
الجاثية,45,28,1.1
الجاثية,45,29,1.2
الجاثية,45,30,1.6
الجاثية,45,31,1.2
الجاثية,45,32,1.9
الجاثية,45,33,1
الجاثية,45,34,1.3
الجاثية,45,35,1.7
الجاثية,45,36,0.9
الجاثية,45,37,1.1
الدخان,44,1,2.1
الدخان,44,2,0.5
الدخان,44,3,0.9
الدخان,44,4,0.5
الدخان,44,5,0.6
الدخان,44,6,0.7
الدخان,44,7,1.1
الدخان,44,8,1.1
الدخان,44,9,0.5
الدخان,44,10,0.9
الدخان,44,11,0.6
الدخان,44,12,0.7
الدخان,44,13,0.8
الدخان,44,14,0.6
الدخان,44,15,0.6
الدخان,44,16,0.8
الدخان,44,17,1.1
الدخان,44,18,0.9
الدخان,44,19,0.8
الدخان,44,20,0.6
الدخان,44,21,0.5
الدخان,44,22,0.6
الدخان,44,23,0.7
الدخان,44,24,0.7
الدخان,44,25,0.5
الدخان,44,26,0.5
الدخان,44,27,0.5
الدخان,44,28,0.6
الدخان,44,29,0.9
الدخان,44,30,0.8
الدخان,44,31,0.7
الدخان,44,32,0.7
الدخان,44,33,0.9
الدخان,44,34,0.5
الدخان,44,35,0.7
الدخان,44,36,0.7
الدخان,44,37,1.1
الدخان,44,38,1
الدخان,44,39,1
الدخان,44,40,0.7
الدخان,44,41,1
الدخان,44,42,0.8
الدخان,44,43,0.5
الدخان,44,44,0.4
الدخان,44,45,0.5
الدخان,44,46,0.3
الدخان,44,47,0.7
الدخان,44,48,0.9
الدخان,44,49,0.7
الدخان,44,50,0.5
الدخان,44,51,0.6
الدخان,44,52,0.4
الدخان,44,53,1
الدخان,44,54,0.6
الدخان,44,55,0.8
الدخان,44,56,1.5
الدخان,44,57,0.8
الدخان,44,58,0.8
الدخان,44,59,1.5
الزخرف,43,1,2.1
الزخرف,43,2,0.4
الزخرف,43,3,0.9
الزخرف,43,4,0.8
الزخرف,43,5,1.4
الزخرف,43,6,0.5
الزخرف,43,7,0.9
الزخرف,43,8,1
الزخرف,43,9,1.4
الزخرف,43,10,1.6
الزخرف,43,11,1.4
الزخرف,43,12,1.3
الزخرف,43,13,2.1
الزخرف,43,14,0.4
الزخرف,43,15,1.1
الزخرف,43,16,0.9
الزخرف,43,17,1.5
الزخرف,43,18,1
الزخرف,43,19,1.7
الزخرف,43,20,1.4
الزخرف,43,21,1
الزخرف,43,22,1.2
الزخرف,43,23,2
الزخرف,43,24,1.4
الزخرف,43,25,1
الزخرف,43,26,1
الزخرف,43,27,0.6
الزخرف,43,28,0.9
الزخرف,43,29,1.1
الزخرف,43,30,0.9
الزخرف,43,31,1
الزخرف,43,32,3
الزخرف,43,33,2.1
الزخرف,43,34,0.8
الزخرف,43,35,1.4
الزخرف,43,36,1
الزخرف,43,37,1.1
الزخرف,43,38,1.3
الزخرف,43,39,1.1
الزخرف,43,40,1.3
الزخرف,43,41,0.7
الزخرف,43,42,0.9
الزخرف,43,43,1
الزخرف,43,44,0.7
الزخرف,43,45,1.5
الزخرف,43,46,1.4
الزخرف,43,47,0.8
الزخرف,43,48,1.5
الزخرف,43,49,1.2
الزخرف,43,50,0.8
الزخرف,43,51,1.9
الزخرف,43,52,0.9
الزخرف,43,53,1.4
الزخرف,43,54,1
الزخرف,43,55,1.1
الزخرف,43,56,0.7
الزخرف,43,57,1.1
الزخرف,43,58,1.4
الزخرف,43,59,1
الزخرف,43,60,1
الزخرف,43,61,1.1
الزخرف,43,62,0.9
الزخرف,43,63,2
الزخرف,43,64,1
الزخرف,43,65,1.4
الزخرف,43,66,1.3
الزخرف,43,67,1.1
الزخرف,43,68,0.9
الزخرف,43,69,0.7
الزخرف,43,70,0.8
الزخرف,43,71,2
الزخرف,43,72,1
الزخرف,43,73,0.8
الزخرف,43,74,0.7
الزخرف,43,75,0.5
الزخرف,43,76,0.8
الزخرف,43,77,0.9
الزخرف,43,78,0.9
الزخرف,43,79,0.5
الزخرف,43,80,1.1
الزخرف,43,81,0.7
الزخرف,43,82,1.1
الزخرف,43,83,1.1
الزخرف,43,84,1.1
الزخرف,43,85,1.6
الزخرف,43,86,1.5
الزخرف,43,87,1
الزخرف,43,88,0.7
الزخرف,43,89,0.8
الشورى,42,1,2.1
الشورى,42,2,0.2
الشورى,42,3,1
الشورى,42,4,0.9
الشورى,42,5,2.5
الشورى,42,6,1.3
الشورى,42,7,2.1
الشورى,42,8,1.9
الشورى,42,9,1.3
الشورى,42,10,1.7
الشورى,42,11,2.4
الشورى,42,12,1.6
الشورى,42,13,3.9
الشورى,42,14,3.1
الشورى,42,15,4
الشورى,42,16,2
الشورى,42,17,1.4
الشورى,42,18,2.6
الشورى,42,19,1
الشورى,42,20,2.1
الشورى,42,21,2.6
الشورى,42,22,3.3
الشورى,42,23,2.6
الشورى,42,24,2.1
الشورى,42,25,1.3
الشورى,42,26,1.5
الشورى,42,27,1.7
الشورى,42,28,1.5
الشورى,42,29,1.6
الشورى,42,30,1.4
الشورى,42,31,1.3
الشورى,42,32,0.7
الشورى,42,33,1.3
الشورى,42,34,0.8
الشورى,42,35,0.8
الشورى,42,36,1.5
الشورى,42,37,1.3
الشورى,42,38,1.3
الشورى,42,39,0.7
الشورى,42,40,1.3
الشورى,42,41,1
الشورى,42,42,1.5
الشورى,42,43,0.8
الشورى,42,44,2
الشورى,42,45,3.3
الشورى,42,46,1.5
الشورى,42,47,2
الشورى,42,48,3
الشورى,42,49,1.7
الشورى,42,50,1.3
الشورى,42,51,2.2
الشورى,42,52,2.7
الشورى,42,53,1.3
فصلت,41,1,2.1
فصلت,41,2,0.6
فصلت,41,3,1
فصلت,41,4,0.9
فصلت,41,5,1.8
فصلت,41,6,1.8
فصلت,41,7,1
فصلت,41,8,1.1
فصلت,41,9,1.7
فصلت,41,10,1.5
فصلت,41,11,1.5
فصلت,41,12,2.1
فصلت,41,13,1.1
فصلت,41,14,2.3
فصلت,41,15,2.5
فصلت,41,16,2.2
فصلت,41,17,1.8
فصلت,41,18,0.7
فصلت,41,19,0.9
فصلت,41,20,1.4
فصلت,41,21,2
فصلت,41,22,2
فصلت,41,23,1.3
فصلت,41,24,1.4
فصلت,41,25,2.6
فصلت,41,26,1.1
فصلت,41,27,1.4
فصلت,41,28,1.2
فصلت,41,29,2
فصلت,41,30,2.5
فصلت,41,31,2
فصلت,41,32,0.5
فصلت,41,33,1.4
فصلت,41,34,1.9
فصلت,41,35,1.1
فصلت,41,36,1.3
فصلت,41,37,2.7
فصلت,41,38,1.6
فصلت,41,39,2.1
فصلت,41,40,2.3
فصلت,41,41,1
فصلت,41,42,1.2
فصلت,41,43,1.4
فصلت,41,44,3.5
فصلت,41,45,2.2
فصلت,41,46,1.3
فصلت,41,47,2.9
فصلت,41,48,1.1
فصلت,41,49,1.1
فصلت,41,50,3.5
فصلت,41,51,1.4
فصلت,41,52,1.8
فصلت,41,53,2
فصلت,41,54,1.2
غافر,40,1,2.1
غافر,40,2,0.8
غافر,40,3,1.4
غافر,40,4,1.2
غافر,40,5,2.9
غافر,40,6,1.2
غافر,40,7,3.4
غافر,40,8,2.2
غافر,40,9,1.7
غافر,40,10,2.1
غافر,40,11,1.6
غافر,40,12,1.7
غافر,40,13,1.7
غافر,40,14,1
غافر,40,15,1.6
غافر,40,16,1.4
غافر,40,17,1.4
غافر,40,18,1.7
غافر,40,19,0.9
غافر,40,20,1.7
غافر,40,21,3
غافر,40,22,1.7
غافر,40,23,1
غافر,40,24,1.1
غافر,40,25,2.5
غافر,40,26,2
غافر,40,27,1.5
غافر,40,28,4.4
غافر,40,29,2.6
غافر,40,30,1.1
غافر,40,31,1.4
غافر,40,32,0.7
غافر,40,33,1.3
غافر,40,34,3.1
غافر,40,35,2.7
غافر,40,36,1.1
غافر,40,37,2.8
غافر,40,38,1.3
غافر,40,39,1.3
غافر,40,40,2.7
غافر,40,41,1.1
غافر,40,42,1.8
غافر,40,43,2.1
غافر,40,44,1.6
غافر,40,45,1.3
غافر,40,46,1.7
غافر,40,47,2.4
غافر,40,48,1.5
غافر,40,49,1.5
غافر,40,50,2
غافر,40,51,1.4
غافر,40,52,1.3
غافر,40,53,1.2
غافر,40,54,0.7
غافر,40,55,1.7
غافر,40,56,2.8
غافر,40,57,1.9
غافر,40,58,2
غافر,40,59,1.2
غافر,40,60,2
غافر,40,61,2.6
غافر,40,62,1.2
غافر,40,63,1
غافر,40,64,3.2
غافر,40,65,1.7
غافر,40,66,2.1
غافر,40,67,3.5
غافر,40,68,1.2
غافر,40,69,1
غافر,40,70,1.3
غافر,40,71,1
غافر,40,72,0.6
غافر,40,73,0.8
غافر,40,74,1.6
غافر,40,75,1.1
غافر,40,76,1.3
غافر,40,77,1.6
غافر,40,78,3.4
غافر,40,79,1.3
غافر,40,80,1.7
غافر,40,81,0.9
غافر,40,82,2.7
غافر,40,83,1.9
غافر,40,84,1.2
غافر,40,85,1.9
الزمر,39,1,2.7
الزمر,39,2,1.2
الزمر,39,3,3.3
الزمر,39,4,1.8
الزمر,39,5,3
الزمر,39,6,3.7
الزمر,39,7,3.3
الزمر,39,8,3.1
الزمر,39,9,2.6
الزمر,39,10,2.3
الزمر,39,11,0.7
الزمر,39,12,0.6
الزمر,39,13,0.7
الزمر,39,14,0.5
الزمر,39,15,1.9
الزمر,39,16,1.6
الزمر,39,17,1.2
الزمر,39,18,1.8
الزمر,39,19,1
الزمر,39,20,1.9
الزمر,39,21,3.1
الزمر,39,22,2
الزمر,39,23,3.5
الزمر,39,24,1.5
الزمر,39,25,1.2
الزمر,39,26,1.3
الزمر,39,27,1.3
الزمر,39,28,0.7
الزمر,39,29,2.1
الزمر,39,30,0.4
الزمر,39,31,1
الزمر,39,32,1.9
الزمر,39,33,1.1
الزمر,39,34,1
الزمر,39,35,1.6
الزمر,39,36,1.8
الزمر,39,37,1.1
الزمر,39,38,4.1
الزمر,39,39,1.4
الزمر,39,40,1
الزمر,39,41,2.2
الزمر,39,42,3.2
الزمر,39,43,1.6
الزمر,39,44,1.4
الزمر,39,45,2.1
الزمر,39,46,2
الزمر,39,47,2.5
الزمر,39,48,1.3
الزمر,39,49,2.1
الزمر,39,50,1.1
الزمر,39,51,1.9
الزمر,39,52,1.6
الزمر,39,53,2
الزمر,39,54,1.6
الزمر,39,55,2
الزمر,39,56,1.4
الزمر,39,57,1
